Genes,logFC,P.Value
QRICH2,1.816170613,0.000865099
QRSL1,-0.522518868,0.009281038
QSER1,-0.57773075,1.31E-05
QSER1,-0.849223913,0.000270665
QSER1,-0.619663469,0.00180313
QSOX2,-0.511205991,0.000176165
QSOX2,-0.567122278,5.60E-05
QTRT1,-1.267598386,0.010486239
R3HDM1,-0.640978704,1.02E-23
R3HDM1,-1.010720961,0.005620738
R3HDM1,-0.796546606,0.017914233
R3HDM1,-0.707541767,0.018972687
R3HDM2,-0.550789718,1.21E-13
R3HDM2,-0.634475604,0.000364527
R3HDM2,-0.687306905,0.017059576
R3HDM4,-0.62391697,0.00011545
R3HDM4,-1.13994159,7.39E-33
R3HDM4,-0.694061962,0.008269124
R3HDM4,-0.545230519,0.009303431
R3HDM4,-0.864506033,0.009850072
RAB11A,-0.555188409,2.63E-05
RAB11A,-0.558019352,0.000633953
RAB11B,-0.541050078,0.000367893
RAB11B,-0.513185484,0.001372541
RAB11B,-0.520053097,0.013199093
RAB11FIP1,-0.955801127,3.67E-06
RAB11FIP1,-0.645925298,1.97E-05
RAB11FIP1,-0.639173509,6.88E-06
RAB11FIP1,-0.630629554,3.19E-05
RAB11FIP1,-0.859028442,0.004547102
RAB11FIP1,-0.525049118,0.007436109
RAB11FIP1,-0.659316666,0.001170776
RAB11FIP1,1.748337352,2.74E-12
RAB11FIP1,-0.705553615,0.002400196
RAB11FIP2,-0.670244161,0.000497455
RAB11FIP2,-0.603840127,2.34E-10
RAB11FIP4,-0.806328483,2.73E-05
RAB11FIP4,-0.914470166,0.000178758
RAB11FIP4,-1.516793932,5.00E-135
RAB11FIP4,-0.535361586,0.001318514
RAB13,-0.609414101,0.00050132
RAB13,-0.540774102,0.001138402
RAB14,-0.953072359,1.91E-06
RAB14,-0.507884032,0.022997635
RAB15,-0.55029534,0.007496445
RAB15,-1.250732205,1.75E-69
RAB17,-2.264735677,0.047797937
RAB18,-0.561572233,0.00247905
RAB19,3.200884448,1.48E-09
RAB1A /// RAB1B,-0.673384179,0.005121754
RAB1A /// RAB1B,-0.658252231,0.005529834
RAB20,-0.948741724,7.67E-06
RAB20,4.090301921,9.88E-53
RAB20,2.105528901,0.011206528
RAB22A,-0.6513366,0.00019593
RAB22A,-0.895318181,0.018519159
RAB23,-1.122610403,0.0003168
RAB25,4.740918539,0.021345878
RAB25,-0.66391642,0.001001137
RAB26,-0.759901497,0.00017122
RAB26,-0.655468683,0.000171424
RAB26,-2.468549254,1.42E-19
RAB26,-0.614142514,0.000520647
RAB26,-0.517973686,0.001320663
RAB27B,-1.391062686,2.16E-06
RAB2A,-0.619391488,0.000754523
RAB2A,-0.661996932,0.000871156
RAB2A,-0.522638568,0.014101305
RAB2B,-0.869016559,4.20E-10
RAB30,-0.656341616,3.53E-16
RAB30,1.757342709,8.66E-08
RAB30,1.713489932,8.96E-07
RAB32,-1.196083115,0.001838239
RAB32,2.365212575,4.12E-18
RAB33A,-0.707280554,0.000513487
RAB33A,-0.721777139,0.00089982
RAB33A,-0.940416377,7.34E-08
RAB33A,-0.58356267,0.007279679
RAB33B,-0.58757999,0.007710299
RAB34,-0.698422007,0.001128892
RAB36,-0.555919735,0.000100401
RAB36,-0.695125897,0.001373202
RAB36,-0.902889617,4.58E-07
RAB37,-1.829100399,0.007931346
RAB3A,-2.297400668,0.00647797
RAB3A,-0.861986048,3.02E-05
RAB3A,-1.079518717,2.60E-49
RAB3A,-0.616247,6.02E-05
RAB3B,-0.631648593,0.005048955
RAB3B,-0.613116363,0.001170256
RAB3B,-0.58297875,0.000380435
RAB3B,-1.215394313,2.63E-15
RAB3B,-0.822911853,1.17E-05
RAB3B,-1.090187744,1.96E-05
RAB3C,-0.865122134,0.000176998
RAB3C,-1.298823403,3.11E-93
RAB3C,-0.751886193,0.011675271
RAB3D,-0.718199832,0.002217216
RAB3IL1,-2.827330833,0.000119963
RAB40B,-1.124927982,9.89E-08
RAB40B,-1.298045368,0.018607091
RAB40B,-0.814655315,0.00457242
RAB40B,-0.914674138,3.86E-05
RAB40B,-1.538790831,1.83E-22
RAB40B,-0.850034665,0.000101672
RAB40B,-0.859078745,0.000415443
RAB40C,-0.502445241,3.85E-05
RAB42,-1.752610877,0.002146453
RAB44,2.616820605,0.000164031
RAB4A,-0.586681404,0.000173301
RAB4A,-0.648389534,0.000652496
RAB4A,-0.587430577,0.000176627
RAB5B,-0.785169917,3.25E-27
RAB5B,-0.898052092,0.001839266
RAB5C,-0.645558037,7.26E-05
RAB5C,-0.658057433,0.014457125
RAB5C,-0.770141106,0.019068316
RAB5C,-0.524186937,0.034850908
RAB5C,-0.55866701,0.000236057
RAB5C,-0.821100852,0.000459396
RAB6A,-0.58454656,2.84E-14
RAB6A,-0.775064377,0.00309635
RAB6A,-0.689990833,0.009453857
RAB6A,-0.605360154,0.017102394
RAB6B,-1.58112313,0.004821573
RAB6B,-0.729376054,0.000146199
RAB6B,-1.419373222,3.08E-155
RAB6B,-1.255714189,0.045863775
RAB7B,1.674639442,9.10E-28
RAB9B,-0.6036256,0.005066245
RAB9B,-0.521052457,0.000612222
RAB9B,-1.273421631,4.49E-20
RABAC1,-0.704242616,7.83E-05
RABEP1,-0.587093101,7.08E-17
RABEP1,-0.505033572,0.000421071
RABEP2,-0.581263284,0.001051649
RABEP2,-0.520288972,0.002524786
RABGAP1L,-0.881399757,0.000113284
RABIF,-0.629499497,1.92E-05
RABIF,-0.698030055,0.013853312
RABL2A /// RABL2B,-0.617820825,0.002026711
RABL6,-0.556088106,0.048858703
RABL6,-0.603613731,0.000680374
RABL6,-0.541156818,1.44E-12
RABL6,-0.663815137,0.004375374
RAC1,-0.58558858,0.000122837
RAC1,-0.851465017,1.50E-05
RAC1,-0.714589379,3.65E-05
RAC1,-0.811539123,0.000629146
RAC1,-0.573259224,0.003469247
RAC2,1.779354569,1.33E-05
RAC2,4.138662202,9.77E-81
RAC2,1.831002928,8.71E-05
RAC2,2.437731965,0.047456166
RAC3,-0.722970022,0.000322551
RAC3,-1.786615728,1.19E-12
RAD1,-0.894818341,3.84E-06
RAD1,-0.846749685,1.78E-06
RAD1,-0.651748002,0.001899154
RAD1,-0.549241641,0.00374772
RAD1,-0.900935333,0.000606992
RAD1,-0.563898924,0.027829738
RAD17,-0.520320628,0.000542239
RAD21,-0.539766258,0.020898423
RAD21L,2.757489114,7.92E-13
RAD23A,-0.839621086,5.10E-05
RAD23A,-1.277289756,5.42E-05
RAD51,-0.522474073,0.00129258
RAD51AP2,-0.937524465,0.017039523
RAD52,1.612643926,9.64E-07
RAD52,1.523938966,9.08E-06
RAD54B,1.993966759,8.82E-08
RAD54L,1.950128024,9.41E-12
RADIL,-0.651739805,9.48E-06
RADX,-2.526217641,0.003102874
RAET1D,2.53773615,0.000247734
RAET1E,5.493874648,0.003216583
RAET1L,4.470063309,0.001385444
RAI1,-0.576741601,0.001160187
RALA,-0.541256291,0.020462269
RALGAPA2,-0.516984485,0.000470218
RALGAPB,-0.514319667,0.000525053
RALGAPB,-0.687730638,1.52E-22
RALGDS,-1.920987018,1.68E-08
RALGDS,-1.919037259,6.54E-09
RALGDS,-1.578621191,4.73E-08
RALGDS,-1.424493655,4.30E-07
RALGDS,-0.893742718,3.80E-06
RALGDS,-0.866142576,2.39E-05
RALGDS,-0.774557744,4.48E-05
RALGDS,-0.949132725,0.00016384
RALGDS,-0.898916811,0.000170678
RALGDS,-0.760793814,0.000207429
RALGPS1,-0.676222173,0.002888159
RALGPS1,-0.855677403,0.000577295
RALGPS2,-0.873247974,1.57E-06
RALGPS2,-0.55472193,0.001646178
RALGPS2,-0.671370201,0.000540287
RALGPS2,-0.559332079,0.00956511
RALY,-0.530208201,0.000152979
RALYL,-0.77228117,0.001024539
RAMP1,-0.608683925,8.14E-05
RAMP1,-0.542652468,0.000413137
RAMP1,-0.535780101,0.001814589
RAMP1,-1.176303564,3.68E-29
RAMP3,-0.532154273,0.001074241
RAMP3,-0.939552854,7.97E-05
RAMP3,-0.859843808,1.40E-05
RAN,-0.508025038,5.91E-05
RAN,-1.150626591,6.13E-05
RANBP1,-0.655935779,1.05E-05
RANBP1,-0.63094658,8.74E-06
RANBP1,-0.63178675,0.000426496
RANBP2,-0.705867085,7.93E-05
RANBP2,-0.644891286,8.09E-06
RANBP2,-0.626943491,1.77E-05
RANBP2,-0.538106305,5.66E-05
RANBP2,-0.551314157,0.001860039
RANBP2,-0.500866917,0.002190535
RANBP2,-0.626421421,0.006212983
RANBP2,-0.622131495,0.007911047
RANBP2 /// RGPD1 /// RGPD2 /// RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,-0.532815834,0.000750705
RANBP3L,6.803592636,1.55E-09
RANBP3L,2.656534464,7.51E-08
RANBP3L,2.95465433,4.57E-07
RANBP3L,3.114966641,1.28E-06
RANBP3L,-0.748413874,0.002131741
RANBP3L,-1.742296583,4.83E-26
RANBP3L,1.583918445,0.000331501
RANBP3L,1.788261792,0.000322007
RANBP3L,-0.747916782,0.021852096
RANBP6,-0.572484561,3.57E-05
RANGAP1,-0.616490157,7.53E-15
RANGRF,-0.70862692,0.007638488
RAP1GAP,-2.53386609,0.006422774
RAP1GAP,-0.646324554,0.001164967
RAP1GAP,-0.956219273,4.06E-29
RAP1GAP2,-0.978424774,2.72E-05
RAP1GAP2,-1.120326744,1.12E-70
RAP1GDS1,-0.516724512,0.000822904
RAP2A,-0.637963474,5.29E-05
RAP2A,-1.157193932,1.67E-41
RAP2A,-0.548192395,0.004596986
RAP2B,-1.569274812,5.48E-05
RAP2B,-1.177502146,1.28E-05
RAP2B,-0.683124037,9.34E-06
RAP2B,-0.59251561,5.28E-08
RAP2B,-0.502789632,0.002771448
RAPGEF1,-0.520172885,0.000558882
RAPGEF2,1.561332267,0.000263864
RAPGEF3,-2.200370613,0.00557383
RAPGEF4,-0.684566173,0.000226244
RAPGEF4,-1.041096474,1.11E-85
RAPGEF4,-0.995666179,0.000707673
RAPGEF4,-0.523560861,0.000625697
RAPGEF5,-0.591045847,0.000606224
RAPGEF5,-1.230818264,2.44E-59
RAPGEF5,-0.784046464,0.00154553
RAPGEF5,-0.716261129,0.000393643
RAPGEF5,-0.614617168,0.008925193
RAPGEFL1,-1.36794653,0.000127583
RAPGEFL1,-2.448385825,6.90E-109
RAPGEFL1,-1.360107545,0.018660763
RAPH1,-1.291226558,0.008931352
RARA,-0.972554578,0.000220978
RARA,1.888990363,8.84E-43
RARB,-0.781145642,0.000782078
RARB,-1.174310683,2.47E-43
RARB,-0.662386535,0.018957262
RARB,-0.887046437,0.012766001
RARB,-0.780536845,0.01286459
RARB,-0.767348652,0.01008883
RARB,-0.761500239,0.010003351
RARB,-0.753857492,0.013039549
RARB,-0.748572873,0.013629373
RARB,-0.741145572,0.013430874
RARB,-0.726739323,0.01497426
RARB,-0.70953791,0.013532993
RARB,-0.683470989,0.015291812
RARG,-0.603234285,0.000891028
RARRES2,2.166483627,1.53E-27
RARRES3,2.064112079,9.29E-06
RARRES3,2.387937226,1.36E-08
RARRES3,3.328325959,4.20E-08
RARRES3,3.30984163,2.28E-06
RARRES3,1.774247283,1.59E-05
RARRES3,1.831284969,2.66E-05
RARRES3,2.462366438,3.27E-09
RARRES3,2.47260153,4.52E-09
RARS,1.545082921,1.34E-06
RARS2,-0.556978725,3.51E-06
RASA1,-0.741340833,0.00052242
RASA2,-0.532042556,0.001867653
RASA3,-0.995013283,0.020645521
RASA4,3.253157299,1.12E-101
RASA4,1.630611292,0.037577566
RASAL1,-2.597302808,0.004366484
RASAL1,-1.651262244,6.45E-43
RASAL2,-0.613849684,7.40E-19
RASAL3,1.519419333,7.50E-06
RASD2,-1.365721441,1.17E-06
RASD2,-1.73537153,1.62E-58
RASGEF1A,-0.983591881,0.00086432
RASGEF1A,-1.325792096,1.41E-65
RASGEF1A,-0.897891228,0.000115924
RASGRF1,-0.553874258,1.54E-12
RASGRF2,-1.096174758,0.000127734
RASGRF2,-0.982520127,1.78E-34
RASGRF2,-1.103814357,2.67E-05
RASGRP1,-1.687246849,3.27E-06
RASGRP1,-1.87208755,4.18E-160
RASGRP1,-1.148125807,0.018681332
RASGRP1,1.64927852,5.18E-06
RASGRP1,-0.676350088,0.045196377
RASGRP2,-1.19208497,1.04E-06
RASGRP2,-2.155813816,8.88E-27
RASGRP2,-0.86123075,6.73E-05
RASGRP3,-0.567677789,0.000468824
RASGRP3,1.879648382,6.96E-06
RASGRP3,-0.54798003,0.003456145
RASGRP3,1.558774946,4.86E-06
RASGRP4,1.655114383,0.008025105
RASL10A,-1.053471434,0.000173754
RASL10A,-0.573337999,0.022681603
RASL10B,-0.793648359,0.000199847
RASL10B,-1.902760633,2.72E-136
RASL11A,1.761062283,7.52E-18
RASL11B,-0.633165914,0.000819441
RASL11B,-0.86522426,1.92E-09
RASSF1,2.73162609,6.31E-09
RASSF1,3.166422953,4.07E-11
RASSF1,2.682095787,1.88E-07
RASSF1,1.799150445,5.71E-05
RASSF1,1.656754365,1.36E-12
RASSF10,-1.428749312,0.000936856
RASSF2,-2.19699994,6.67E-09
RASSF2,-2.178246055,1.05E-08
RASSF2,-0.879287704,0.00019356
RASSF2,-0.80534874,0.002316827
RASSF2,-0.638195297,0.000110525
RASSF2,-0.540962576,0.000364369
RASSF3,-0.671080869,0.000105764
RASSF3,-0.53120218,1.67E-05
RASSF8-AS1,-1.272008797,0.048742149
RAVER1,-0.636451895,0.029932181
RAVER2,-1.078055441,6.12E-06
RAVER2,-1.236464526,4.53E-18
RAVER2,-1.120654663,2.86E-06
RAX,-1.038752953,9.62E-07
RB1,-0.567930163,0.001350437
RB1CC1,-0.551043874,0.007341065
RBAK,1.620204711,7.08E-07
RBBP4,-1.811089883,2.96E-09
RBBP4,-0.508911389,6.02E-05
RBBP4,-1.107537097,0.000162716
RBBP4,-0.916311484,5.07E-05
RBBP4,-0.857839433,0.000494648
RBBP6,-0.570045802,0.000563333
RBBP6,-0.577283605,0.019999154
RBBP7,-0.55740834,2.13E-05
RBBP8NL,5.254494427,0.004638516
RBBP8NL,-0.531824552,0.001698262
RBBP9,-0.551900683,4.01E-05
RBBP9,-0.557445656,0.007686598
RBBP9,-0.74944392,2.63E-05
RBBP9,-0.592323187,0.00024794
RBBP9,-1.547051991,5.55E-27
RBBP9,-0.586729004,0.000807626
RBBP9,-0.774772092,0.000329095
RBBP9,-0.691729304,0.000921617
RBBP9,-0.562794199,0.033883374
RBFOX1,2.168360588,0.010357082
RBFOX1,-0.895492463,0.000244557
RBFOX1,-0.506279195,5.34E-17
RBFOX2,-0.857499007,3.65E-06
RBFOX2,-0.763471642,5.18E-06
RBFOX2,-0.72403688,4.35E-05
RBFOX2,-0.810436881,3.72E-05
RBFOX2,-0.855494278,5.56E-05
RBFOX2,-0.671650948,0.000105898
RBFOX2,-0.849195666,0.007535077
RBFOX2,-1.024925537,0.00875652
RBFOX3,-0.804315949,0.001918663
RBFOX3,-0.541493943,0.037747192
RBL2,-0.5632828,0.000367379
RBL2,-0.640339926,0.001158694
RBM10,-0.617349869,3.68E-09
RBM10,-0.61870663,0.007357319
RBM12,-1.523943717,1.70E-07
RBM12,-1.488437405,7.22E-08
RBM12,-1.47250552,6.18E-08
RBM12,-1.382906539,3.91E-07
RBM12,-1.312383315,2.28E-08
RBM12,-0.654210742,0.000120168
RBM12,-1.024162672,0.000189119
RBM12,-1.05868812,0.000243242
RBM12,-0.85270329,0.000392211
RBM12,-0.759327231,0.001085605
RBM12,-0.598494529,0.000963146
RBM12,-0.51755249,0.005533976
RBM12B,-0.747945837,3.47E-05
RBM12B,-1.075171929,0.008929358
RBM12B2,-0.522244864,0.034662306
RBM14,-1.246572934,5.15E-07
RBM14,-1.129624747,1.66E-07
RBM14,-0.529391418,0.001343058
RBM15B,-0.829629989,3.62E-05
RBM15B,-0.670528616,4.88E-06
RBM15B,-0.510833326,0.000820089
RBM15B,-0.823525346,0.00084688
RBM17,-1.108945421,2.77E-06
RBM17,-0.747290459,2.14E-05
RBM20,-0.503111772,0.00147696
RBM24,-0.830181302,6.17E-06
RBM24,-0.559745433,0.003600277
RBM24,-0.883798825,4.94E-07
RBM24,-0.575041335,0.023328357
RBM3,2.264487136,9.14E-06
RBM3-PS,1.55676815,5.52E-06
RBM33,-0.725102853,0.000566359
RBM38,-1.007931314,3.21E-07
RBM38,-0.693684097,0.000458488
RBM4,-0.559815629,0.017227682
RBM42,-0.849717277,0.01533525
RBM43,1.967501352,3.87E-67
RBM45,-0.579536922,0.002835469
RBM47,-0.80262146,2.88E-05
RBM47,-0.658205779,0.001850106
RBM47,-0.617966141,0.002585867
RBM47,-0.684151394,0.002886309
RBM47,-0.619622917,0.003285099
RBM47,-0.661571913,0.004210577
RBM47,2.166795763,6.42E-48
RBM4B,-0.529443419,0.000313607
RBM5,-0.671588554,1.26E-15
RBM5,-0.643472929,0.047715007
RBM8A,-1.255959671,2.05E-06
RBM8A,-0.709129939,0.000192364
RBM8A,-0.636117606,0.003131546
RBM9,-0.593185243,0.028045606
RBMX,-0.648396476,1.14E-10
RBMX,-0.994362741,1.35E-05
RBMX,-0.928749387,0.026829367
RBMX /// RBMXL1,-0.511200019,0.000480078
RBMX /// RBMXL1,-1.080076192,3.58E-05
RBMX2,-0.506773432,0.01159539
RBMXL1,-0.732196247,6.24E-06
RBMXL1,-0.730729591,3.25E-06
RBMXL1,-0.70427556,9.86E-06
RBP4,-1.069318481,0.0006684
RBP4,-0.760273301,2.54E-05
RBP5,1.877676835,0.004204002
RBPJ,-0.564247559,4.46E-05
RBPJ,1.705035179,1.31E-05
RBPJ-PS1,3.633952731,0.000169328
RBPJ-PS2,7.008760676,1.06E-05
RBPMS,-0.579668532,0.000523333
RBPMS,-0.817451311,0.00038849
RBPMS,-0.613822101,0.000352971
RBPMS,-0.633415989,0.00052435
RBPMS,-0.57418308,0.000535249
RBPMS,-0.560543328,0.000408705
RBPMS,-0.765241632,0.000603368
RBPMS2,-1.008684696,1.08E-06
RBPMS2,-0.690952726,0.000232081
RBPMS2,-0.557518451,0.000369487
RC3H1,-0.527545594,0.04553642
RC3H1,-0.513782091,0.045404932
RC3H2,-0.502000391,0.008027951
RCAN1,1.579402514,3.45E-07
RCAN1,1.772255653,1.44E-07
RCAN1,1.910947421,1.89E-07
RCAN1,1.852146766,2.57E-08
RCAN1,1.912834674,7.89E-08
RCAN1,1.894791048,1.48E-07
RCAN1,1.509757993,1.28E-06
RCAN1,1.687977945,1.35E-06
RCAN3,-0.864987651,1.42E-16
RCC1,-0.753315539,5.50E-06
RCC1,-0.684265514,4.53E-06
RCC2,-0.784927256,0.000409218
RCC2,-0.780577843,5.14E-06
RCC2,-0.663504204,1.19E-05
RCC2,-0.633189741,0.000349621
RCCD1,-0.920221132,5.65E-06
RCCD1,-0.680036053,6.58E-06
RCCD1,-0.993875504,0.008390075
RCCD1,-0.623430909,0.000286546
RCCD1,-0.561838399,0.000357917
RCCD1-AS1,-4.547006433,0.021888256
RCN1,1.611112325,0.000148894
RCN2,-1.009330663,0.034056128
RCN2,-0.686436177,0.000536724
RCN2,-0.550885047,0.000674124
RCN2,-0.68972232,1.86E-17
RCN2,-0.582919859,0.015047402
RCN2,-0.923200749,0.029523874
RCN3,-2.122790843,0.002246214
RCOR2,-2.058316204,4.88E-13
RCSD1,-0.584686134,0.002818144
RCSD1,-0.629884816,0.000973446
RDH10,-0.645745963,4.81E-06
RDH10,-0.595313275,0.001943935
RDH10,-0.849882505,4.72E-05
RDH10,-0.588660565,0.013132032
RDH13,-0.658404425,0.0120419
RDH14,-0.525115114,1.67E-05
RDH14,-0.800404205,0.005588542
RDH5,-0.588507199,0.011259391
RDH9,1.636399849,0.013257964
RDM1,-0.664296183,0.04962651
REC114,1.798920084,3.81E-29
REC8,2.517911931,1.13E-07
RECK,-1.369053358,4.48E-07
RECK,-0.914019576,0.002657012
REEP1,-1.248569291,2.51E-05
REEP1,-1.180880657,3.63E-07
REEP1,-0.572311945,0.002676698
REEP1,-1.724602119,0.037231662
REEP1,-0.536991144,0.004745195
REEP1,-0.843138429,1.10E-33
REEP2,-0.684246146,0.000309074
REEP2,-0.566038654,5.33E-12
REEP2,-0.50209073,0.001169772
REEP2,-0.518163154,0.000487495
REEP2,-0.585749749,0.049401239
REEP3,-0.845978221,0.000115492
REEP3,-0.521073422,0.001336824
REEP4,1.900725691,7.28E-08
REEP5,-0.825617661,0.001265281
REEP5,-0.625199426,0.003442546
REEP5,-0.795894436,9.80E-32
REEP5,-0.711122452,0.036970546
REEP6,-1.987776579,1.47E-08
REEP6,-0.683257727,0.001119123
REEP6,-0.9793525,6.63E-06
REG3B,-0.510262123,0.012609747
REL,1.534844962,5.64E-07
REL,1.99514293,2.32E-51
RELA,1.502875847,7.51E-05
RELB,3.03443579,2.87E-59
RELB,1.996917048,0.030993612
RELL1,-1.000344704,0.011608266
RELL2,-0.762575411,2.59E-09
RELN,-1.168408814,0.000569321
RELN,-0.667355069,0.002412443
RELN,-0.613737251,0.000376089
RELN,-0.581756471,0.000564548
RELN,-0.642695779,0.000639156
RELN,-0.508212194,0.002325809
REM1,-0.708163688,0.00775067
REM1,-0.542817462,0.02259654
REM2,-0.561761964,0.00262244
RENBP,-0.837021702,0.002602837
RENBP,1.761420026,3.42E-10
REPS2,-2.163357268,0.000977458
REPS2,-1.18741311,3.28E-05
REPS2,-0.56543621,0.000566952
REPS2,-1.442020625,1.47E-81
REPS2,-0.869086968,0.000334981
REPS2,-1.249894884,6.98E-05
REPS2,-0.581366975,0.000693394
RER1,-0.512051043,0.000343408
RERG,4.042229263,0.00092386
RERG,-0.518116371,0.015490538
RESF1,2.424714302,2.37E-209
RETNLG,2.915156804,4.26E-05
RETREG2,-0.501610252,4.47E-11
REV3L,1.532128833,2.13E-06
REXO2,-0.944572301,0.018696837
RFC3,-0.544224479,0.000231711
RFESD,-0.549499411,0.000478375
RFLNA,2.727432811,1.07E-18
RFLNB,-2.72598381,1.98E-05
RFNG,-0.694771501,0.037144023
RFNG,-0.759302141,1.69E-08
RFNG,-0.546576878,0.020969112
RFPL4,4.828625454,5.07E-05
RFPL4AP6,4.984513546,0.02415146
RFT1,-0.788117038,2.24E-05
RFT1,-0.558060282,4.89E-05
RFTN1P1,2.622746594,0.022006795
RFTN2,-0.527933254,0.005703338
RFTN2,-0.730653249,5.77E-11
RFX2,-1.314309077,0.020967312
RFX2,-0.518129454,0.001443458
RFX3,-0.967555967,3.97E-05
RFX3,-1.18285025,7.48E-61
RFX3,-1.036430244,0.000368177
RFX4,-0.598118779,0.000472188
RFX4,-0.783455379,4.52E-07
RFX4,-0.604211298,0.000137541
RFX5,-0.717900242,2.93E-05
RFX5,-0.591803317,3.72E-05
RFX7,-0.520790111,0.008920443
RGAG1,2.344322658,1.67E-05
RGAG1,1.745569237,1.22E-07
RGL1,-0.613030597,0.00662602
RGL2,-0.601703354,0.000408072
RGL2,-0.500628455,0.001086241
RGL2,-0.561536993,0.001079382
RGL3,-1.790698793,0.015607617
RGMA,-0.810732081,9.39E-05
RGMB,-0.564884409,0.000169642
RGS1,2.904623196,5.34E-09
RGS1,7.829669715,5.84E-73
RGS1,2.306620182,5.95E-07
RGS1,3.242473414,0.030361308
RGS10,-0.67420222,1.60E-06
RGS11,-0.517023829,0.000726845
RGS11,-1.371075485,4.39E-06
RGS11,-0.556091845,0.001499946
RGS12,-0.562423879,3.86E-05
RGS13,2.269628633,0.000106457
RGS14,-1.586378401,4.87E-26
RGS16,1.979140216,2.28E-08
RGS16,2.203283752,3.13E-08
RGS16,-0.510895145,0.001285137
RGS17,-0.513445269,0.021777939
RGS17,-0.623978755,3.63E-11
RGS18,-2.49571864,0.000176114
RGS18,3.057558291,0.000930106
RGS19,-0.762748875,3.67E-06
RGS19,-0.577248965,0.001426554
RGS2,1.862893512,7.88E-07
RGS21,7.399945422,2.05E-06
RGS4,-0.553149771,0.002169191
RGS4,-0.52480761,0.005148228
RGS4,-0.749686517,0.000174871
RGS4,-1.598439982,2.99E-66
RGS4,-0.856178768,0.023002228
RGS4,-0.517128786,0.018659196
RGS5,-0.640761238,0.000537613
RGS5,-0.668603801,0.000718382
RGS5,-1.446929493,3.47E-55
RGS5,-0.950075654,0.000391236
RGS5,-0.845256899,0.000437039
RGS5,-0.564182444,0.013261151
RGS5,-1.202748868,0.017856573
RGS5,-0.858597301,0.029120607
RGS6,2.952396122,2.74E-05
RGS7BP,-0.887941023,1.26E-05
RGS7BP,-1.252779239,9.61E-99
RGS7BP,-0.654089219,0.001578378
RGS7BP,-1.090384216,0.03805446
RGS7BP,-0.725531094,0.039283182
RGS8,-1.082608079,0.001139161
RGS9,2.273396995,0.00474298
RGS9,-0.691875774,0.000211452
RGS9,-0.976926224,1.29E-20
RGS9,-1.024324581,0.019304369
RGS9BP,-0.540558845,9.14E-05
RHBDD2,-0.64694628,1.03E-07
RHBDD2,-0.542063742,0.020465977
RHBDD3,-0.557428033,0.006248734
RHBDF1,-2.111090134,0.027816817
RHBDF1,1.742756178,1.07E-26
RHBDF2,4.319531204,4.23E-49
RHBDF2,1.511996295,0.045496208
RHBDF2,1.685821734,0.035867895
RHBDL1,-0.668495937,0.000192244
RHBDL1,-1.863588371,2.48E-24
RHBDL1,-1.127234442,0.000595854
RHBG,3.704096371,0.000102496
RHCG,5.145661367,2.78E-07
RHEB,-0.526475718,0.000362333
RHEBL1,2.217554976,0.000911604
RHEBL1,1.756660946,4.08E-06
RHOA,-0.503449263,0.000377831
RHOA,-0.546435036,0.000549862
RHOA,-0.508670925,0.00294601
RHOB,2.699085698,8.72E-08
RHOB,1.958568331,0.001114603
RHOB,2.149222195,0.001531426
RHOBTB1,-1.113438379,5.76E-07
RHOBTB1,-0.676042755,0.000320587
RHOBTB1,-0.524661406,0.001543373
RHOBTB1,-0.689636438,0.001782222
RHOBTB1,-0.818818842,4.59E-05
RHOBTB1,-0.862470152,0.002233637
RHOBTB2,-1.908061424,0.0151225
RHOBTB2,-0.97105792,2.53E-05
RHOBTB2,-1.280893331,5.70E-43
RHOBTB2,-0.687425423,0.000217543
RHOBTB3,-0.615972759,0.001908753
RHOBTB3,-1.015865069,1.01E-05
RHOBTB3,-1.096571549,1.02E-30
RHOBTB3,-0.934564909,2.59E-05
RHOBTB3,-0.536794235,0.000977414
RHOBTB3,-0.573431855,0.001038684
RHOBTB3,-0.536054415,0.001588831
RHOBTB3,-0.731657892,0.01602932
RHOC,1.908357451,3.07E-55
RHOC,1.965844759,1.34E-05
RHOD,1.982133418,1.54E-13
RHOF,-1.160385336,2.26E-05
RHOF,-0.699956842,1.80E-07
RHOG,1.584840562,1.02E-46
RHOG,-0.638280768,0.026844691
RHOH,3.105729622,4.48E-21
RHOJ,2.129125873,3.05E-06
RHOJ,4.171020867,1.02E-256
RHOJ,2.704786241,7.71E-06
RHOQ,-0.606592133,0.000316734
RHOU,-0.609222945,0.000306445
RHOU,-1.02272531,3.58E-05
RHOU,-0.517670761,0.001478049
RHOV,-0.867457918,0.001127194
RHOV,1.642287539,2.60E-16
RHPN2,-1.67947068,6.12E-08
RHPN2,-1.369781181,7.43E-08
RIAN,-1.272621185,2.95E-99
RIC8A,-0.558538794,0.000255008
RIC8B,-0.873010298,8.26E-05
RIDA,-1.168648133,2.86E-15
RIF1,-0.521446887,0.010638456
RIF1,-0.648271143,0.000997979
RIF1,-0.537177454,0.009958093
RIF1,-0.511295209,0.007031204
RIF1,-0.644108131,0.002363177
RILP,-0.539424875,6.62E-05
RILPL1,-1.378929896,0.003747695
RILPL1,-0.500655073,0.000415233
RILPL1,-1.153924893,4.17E-17
RIMBP2,-1.069292716,0.000667078
RIMBP2,-1.185165164,3.06E-47
RIMBP2,-0.804722371,0.013643171
